"ID","Size","LastName","FirstName","E.mail.address","ReportDate","Direction","Phone","ReportingSource","District","County_Name","Facility_Type","County","Alignment","Route","Postmile","Species","Gender","Age","Latitude","Longitude","Datum","NearestLandmark","Comments","selected","Posted_On","LastUpdated_On","x_coord","y_coord","StatusOfRoadkill","endangeredSpecies","PostmileR","LON.y","LAT.y"
284,NA,"","",NA,"10/17/1997","",NA,"Pine Grove",10,"Amador(AMA)","","AMA","",88,18.2,"Deer","","","",NA,NA,"","","No","","",-120.21656,38.12445,"",FALSE,18.2,-120.712623,38.369689
285,NA,"","",NA,"10/17/1997","",NA,"Pine Grove",10,"Amador(AMA)","","AMA","",88,27,"Deer","","","",NA,NA,"","","No","","",-120.18452,38.13905,"",FALSE,27,-120.607637,38.417798
286,NA,"","",NA,"10/17/1997","",NA,"Pine Grove",10,"Amador(AMA)","","AMA","",88,34.4,"Deer","","","",NA,NA,"","","No","","",-120.15976,38.15583,"",FALSE,34.4,-120.526403,38.47312
287,NA,"","",NA,"10/17/1997","",NA,"Pine Grove",10,"Amador(AMA)","","AMA","",88,37,"Deer","","","",NA,NA,"","","No","","",-120.15141,38.16483,"",FALSE,37,-120.498698,38.502816
288,NA,"","",NA,"10/17/1997","",NA,"Pine Grove",10,"Amador(AMA)","","AMA","",49,0.3,"Deer","","","",NA,NA,"","","No","","",-120.2196,38.10833,"",FALSE,0.3,-120.722949,38.316856
289,NA,"","",NA,"10/20/1997","",NA,"Pine Grove",10,"Amador(AMA)","","AMA","",88,21.3,"Deer","","","",NA,NA,"","","No","","",-120.20604,38.13217,"",FALSE,21.3,-120.678289,38.395262
290,NA,"","",NA,"10/20/1997","",NA,"Pine Grove",10,"Amador(AMA)","","AMA","",88,27,"Deer","","","",NA,NA,"","","No","","",-120.18452,38.13905,"",FALSE,27,-120.607637,38.417798
291,NA,"","",NA,"10/20/1997","",NA,"Pine Grove",10,"Amador(AMA)","","AMA","",88,34.4,"Deer","","","",NA,NA,"","","No","","",-120.15976,38.15583,"",FALSE,34.4,-120.526403,38.47312
292,NA,"","",NA,"10/20/1997","",NA,"Pine Grove",10,"Amador(AMA)","","AMA","",88,37,"Deer","","","",NA,NA,"","","No","","",-120.15141,38.16483,"",FALSE,37,-120.498698,38.502816
293,NA,"","",NA,"10/23/1997","",NA,"Pine Grove",10,"Amador(AMA)","","AMA","",88,20.9,"Deer","","","",NA,NA,"","","No","","",-120.20507,38.1306,"",FALSE,20.9,-120.675337,38.390172
294,NA,"","",NA,"10/23/1997","",NA,"Pine Grove",10,"Amador(AMA)","","AMA","",88,29,"Deer","","","",NA,NA,"","","No","","",-120.17586,38.14272,"",FALSE,29,-120.580172,38.429711
295,NA,"","",NA,"10/23/1997","",NA,"Pine Grove",10,"Amador(AMA)","","AMA","",88,36.8,"Deer","","","",NA,NA,"","","No","","",-120.15228,38.16429,"",FALSE,36.8,-120.501556,38.501013
296,NA,"","",NA,"10/27/1997","",NA,"Pine Grove",10,"Amador(AMA)","","AMA","",88,21,"Deer","","","",NA,NA,"","","No","","",-120.20533,38.131,"",FALSE,21,-120.676172,38.391459
297,NA,"","",NA,"10/27/1997","",NA,"Pine Grove",10,"Amador(AMA)","","AMA","",88,21.5,"Deer","","","",NA,NA,"","","No","","",-120.2058,38.13304,"",FALSE,21.5,-120.677411,38.398113
298,NA,"","",NA,"10/27/1997","",NA,"Pine Grove",10,"Amador(AMA)","","AMA","",88,25.5,"Deer","","","",NA,NA,"","","No","","",-120.18975,38.13416,"",FALSE,25.5,-120.625132,38.401547
299,NA,"","",NA,"11/3/1997","",NA,"Pine Grove",10,"Amador(AMA)","","AMA","",88,29,"Deer","","","",NA,NA,"","","No","","",-120.17586,38.14272,"",FALSE,29,-120.580172,38.429711
300,NA,"","",NA,"11/3/1997","",NA,"Pine Grove",10,"Amador(AMA)","","AMA","",88,32.5,"Deer","","","",NA,NA,"","","No","","",-120.16022,38.14868,"",FALSE,32.5,-120.52761,38.44959
301,NA,"","",NA,"11/3/1997","",NA,"Pine Grove",10,"Amador(AMA)","","AMA","",88,32.9,"Deer","","","",NA,NA,"","","No","","",-120.16102,38.15023,"",FALSE,32.9,-120.530559,38.454814
302,NA,"","",NA,"11/5/1997","",NA,"Pine Grove",10,"Amador(AMA)","","AMA","",88,28.4,"Deer","","","",NA,NA,"","","No","","",-120.17884,38.14157,"",FALSE,28.4,-120.589691,38.425931
303,NA,"","",NA,"11/5/1997","",NA,"Pine Grove",10,"Amador(AMA)","","AMA","",88,32.9,"Deer","","","",NA,NA,"","","No","","",-120.16102,38.15023,"",FALSE,32.9,-120.530559,38.454814
304,NA,"","",NA,"11/6/1997","",NA,"Pine Grove",10,"Amador(AMA)","","AMA","",88,32,"Deer","","","",NA,NA,"","","No","","",-120.16179,38.14709,"",FALSE,32,-120.533159,38.444129
305,NA,"","",NA,"11/10/1997","",NA,"Pine Grove",10,"Amador(AMA)","","AMA","",88,5.5,"Deer","","","",NA,NA,"","","No","","",-120.28515,38.10959,"",FALSE,5.5,-120.938124,38.319602
306,NA,"","",NA,"11/10/1997","",NA,"Pine Grove",10,"Amador(AMA)","","AMA","",88,14.8,"Deer","","","",NA,NA,"","","No","","",-120.23294,38.11905,"",FALSE,14.8,-120.766714,38.351837
307,NA,"","",NA,"11/10/1997","",NA,"Pine Grove",10,"Amador(AMA)","","AMA","",88,16.5,"Deer","","","",NA,NA,"","","No","","",-120.22499,38.12195,"",FALSE,16.5,-120.740233,38.36133
308,NA,"","",NA,"11/15/1997","",NA,"Pine Grove",10,"Amador(AMA)","","AMA","",88,26.5,"Deer","","","",NA,NA,"","","No","","",-120.18661,38.13768,"",FALSE,26.5,-120.614462,38.413601
309,NA,"","",NA,"11/17/1997","",NA,"Pine Grove",10,"Amador(AMA)","","AMA","",88,23,"Deer","","","",NA,NA,"","","No","","",-120.20102,38.13781,"",FALSE,23,-120.66181,38.413717
310,NA,"","",NA,"11/17/1997","",NA,"Pine Grove",10,"Amador(AMA)","","AMA","",49,1.5,"Deer","","","",NA,NA,"","","No","","",-120.22402,38.11113,"",FALSE,1.5,-120.737926,38.325729
311,NA,"","",NA,"11/19/1997","",NA,"Pine Grove",10,"Amador(AMA)","","AMA","",88,18,"Deer","","","",NA,NA,"","","No","","",-120.21748,38.12391,"",FALSE,18,-120.715477,38.36788
312,NA,"","",NA,"11/20/1997","",NA,"Pine Grove",10,"Amador(AMA)","","AMA","",88,21.3,"Deer","","","",NA,NA,"","","No","","",-120.20604,38.13217,"",FALSE,21.3,-120.678289,38.395262
313,NA,"","",NA,"11/21/1997","",NA,"Pine Grove",10,"Amador(AMA)","","AMA","",88,22.6,"Deer","","","",NA,NA,"","","No","","",-120.20312,38.13734,"",FALSE,22.6,-120.66848,38.411933
314,NA,"","",NA,"11/24/1997","",NA,"Pine Grove",10,"Amador(AMA)","","AMA","",88,28.6,"Deer","","","",NA,NA,"","","No","","",-120.17794,38.14208,"",FALSE,28.6,-120.586565,38.427348
315,NA,"","",NA,"11/25/1997","",NA,"Pine Grove",10,"Amador(AMA)","","AMA","",88,18.5,"Deer","","","",NA,NA,"","","No","","",-120.21513,38.12517,"",FALSE,18.5,-120.708008,38.371708
316,NA,"","",NA,"11/26/1997","",NA,"Pine Grove",10,"Amador(AMA)","","AMA","",88,19.8,"Deer","","","",NA,NA,"","","No","","",-120.20985,38.12875,"",FALSE,19.8,-120.690387,38.383876
317,NA,"","",NA,"11/28/1997","",NA,"Pine Grove",10,"Amador(AMA)","","AMA","",88,38,"Deer","","","",NA,NA,"","","No","","",-120.14757,38.16767,"",FALSE,38,-120.487146,38.51139
318,NA,"","",NA,"12/1/1997","",NA,"Pine Grove",10,"Amador(AMA)","","AMA","",88,18.7,"Deer","","","",NA,NA,"","","No","","",-120.21403,38.12544,"",FALSE,18.7,-120.704802,38.372756
319,NA,"","",NA,"12/1/1997","",NA,"Pine Grove",10,"Amador(AMA)","","AMA","",88,23,"Deer","","","",NA,NA,"","","No","","",-120.20102,38.13781,"",FALSE,23,-120.66181,38.413717
320,NA,"","",NA,"12/1/1997","",NA,"Pine Grove",10,"Amador(AMA)","","AMA","",88,23.1,"Deer","","","",NA,NA,"","","No","","",-120.20046,38.13774,"",FALSE,23.1,-120.659976,38.41354
321,NA,"","",NA,"12/1/1997","",NA,"Pine Grove",10,"Amador(AMA)","","AMA","",88,28.5,"Deer","","","",NA,NA,"","","No","","",-120.17837,38.14181,"",FALSE,28.5,-120.588071,38.426498
322,NA,"","",NA,"12/5/1997","",NA,"Pine Grove",10,"Amador(AMA)","","AMA","",88,29.1,"Deer","","","",NA,NA,"","","No","","",-120.17531,38.14282,"",FALSE,29.1,-120.578481,38.430011
323,NA,"","",NA,"12/6/1997","",NA,"Pine Grove",10,"Amador(AMA)","","AMA","",88,35,"Deer","","","",NA,NA,"","","No","","",-120.15822,38.1581,"",FALSE,35,-120.521388,38.480429
324,NA,"","",NA,"12/7/1997","",NA,"Pine Grove",10,"Amador(AMA)","","AMA","",49,0.5,"Deer","","","",NA,NA,"","","No","","",-120.22034,38.10898,"",FALSE,0.5,-120.725108,38.319216
325,NA,"","",NA,"12/8/1997","",NA,"Pine Grove",10,"Amador(AMA)","","AMA","",88,28.6,"Deer","","","",NA,NA,"","","No","","",-120.17794,38.14208,"",FALSE,28.6,-120.586565,38.427348
326,NA,"","",NA,"12/9/1997","",NA,"Pine Grove",10,"Amador(AMA)","","AMA","",49,0.5,"Deer","","","",NA,NA,"","","No","","",-120.22034,38.10898,"",FALSE,0.5,-120.725108,38.319216
327,NA,"","",NA,"12/10/1997","",NA,"Pine Grove",10,"Amador(AMA)","","AMA","",88,20.4,"Deer","","","",NA,NA,"","","No","","",-120.20676,38.12953,"",FALSE,20.4,-120.680615,38.386434
328,NA,"","",NA,"12/10/1997","",NA,"Pine Grove",10,"Amador(AMA)","","AMA","",88,31,"Deer","","","",NA,NA,"","","No","","",-120.16564,38.14481,"",FALSE,31,-120.545969,38.436627
329,NA,"","",NA,"12/12/1997","",NA,"Pine Grove",10,"Amador(AMA)","","AMA","",88,19,"Deer","","","",NA,NA,"","","No","","",-120.21289,38.12636,"",FALSE,19,-120.701027,38.375672
330,NA,"","",NA,"12/12/1997","",NA,"Pine Grove",10,"Amador(AMA)","","AMA","",88,20,"Deer","","","",NA,NA,"","","No","","",-120.2089,38.12923,"",FALSE,20,-120.687316,38.385485
331,NA,"","",NA,"12/15/1997","",NA,"Pine Grove",10,"Amador(AMA)","","AMA","",88,21,"Deer","","","",NA,NA,"","","No","","",-120.20533,38.131,"",FALSE,21,-120.676172,38.391459
332,NA,"","",NA,"12/15/1997","",NA,"Pine Grove",10,"Amador(AMA)","","AMA","",88,25.5,"Deer","","","",NA,NA,"","","No","","",-120.18975,38.13416,"",FALSE,25.5,-120.625132,38.401547
333,NA,"","",NA,"12/16/1997","",NA,"Pine Grove",10,"Amador(AMA)","","AMA","",88,35,"Deer","","","",NA,NA,"","","No","","",-120.15822,38.1581,"",FALSE,35,-120.521388,38.480429
334,NA,"","",NA,"12/17/1997","",NA,"Pine Grove",10,"Amador(AMA)","","AMA","",88,3.5,"Deer","","","",NA,NA,"","","No","","",-120.29506,38.10623,"",FALSE,3.5,-120.970685,38.308494
335,NA,"","",NA,"12/17/1997","",NA,"Pine Grove",10,"Amador(AMA)","","AMA","",88,22.3,"Deer","","","",NA,NA,"","","No","","",-120.20346,38.13602,"",FALSE,22.3,-120.669846,38.407572
336,NA,"","",NA,"12/17/1997","",NA,"Pine Grove",10,"Amador(AMA)","","AMA","",88,22.3,"Deer","","","",NA,NA,"","","No","","",-120.20346,38.13602,"",FALSE,22.3,-120.669846,38.407572
337,NA,"","",NA,"12/17/1997","",NA,"Pine Grove",10,"Amador(AMA)","","AMA","",88,32.3,"Deer","","","",NA,NA,"","","No","","",-120.16075,38.14793,"",FALSE,32.3,-120.529452,38.447091
338,NA,"","",NA,"12/17/1997","",NA,"Pine Grove",10,"Amador(AMA)","","AMA","",88,36.2,"Deer","","","",NA,NA,"","","No","","",-120.1544,38.16228,"",FALSE,36.2,-120.508961,38.493987
339,NA,"","",NA,"12/26/1997","",NA,"Pine Grove",10,"Amador(AMA)","","AMA","",88,16,"Deer","","","",NA,NA,"","","No","","",-120.22757,38.12191,"",FALSE,16,-120.749088,38.360867
340,NA,"","",NA,"12/26/1997","",NA,"Pine Grove",10,"Amador(AMA)","","AMA","",88,17.2,"Deer","","","",NA,NA,"","","No","","",-120.22127,38.12236,"",FALSE,17.2,-120.72793,38.362643
341,NA,"","",NA,"12/29/1997","",NA,"Pine Grove",10,"Amador(AMA)","","AMA","",88,22.5,"Deer","","","",NA,NA,"","","No","","",-120.20322,38.13689,"",FALSE,22.5,-120.669043,38.41053
342,NA,"","",NA,"1/2/1998","",NA,"Pine Grove",10,"Amador(AMA)","","AMA","",88,24.5,"Deer","","","",NA,NA,"","","No","","",-120.1946,38.13476,"",FALSE,24.5,-120.64047,38.403567
343,NA,"","",NA,"1/3/1998","",NA,"Pine Grove",10,"Amador(AMA)","","AMA","",88,29.5,"Deer","","","",NA,NA,"","","No","","",-120.1735,38.1433,"",FALSE,29.5,-120.571555,38.431721
344,NA,"","",NA,"1/6/1998","",NA,"Pine Grove",10,"Amador(AMA)","","AMA","",49,0.1,"Deer","","","",NA,NA,"","","No","","",-120.2191,38.10754,"",FALSE,0.1,-120.721049,38.314063
345,NA,"","",NA,"1/7/1998","",NA,"Pine Grove",10,"Amador(AMA)","","AMA","",88,15.5,"Deer","","","",NA,NA,"","","No","","",-120.23018,38.12117,"",FALSE,15.5,-120.757376,38.359034
346,NA,"","",NA,"1/14/1998","",NA,"Pine Grove",10,"Amador(AMA)","","AMA","",88,30,"Deer","","","",NA,NA,"","","No","","",-120.17079,38.14374,"",FALSE,30,-120.562641,38.433245
347,NA,"","",NA,"1/26/1998","",NA,"Pine Grove",10,"Amador(AMA)","","AMA","",88,20.6,"Deer","","","",NA,NA,"","","No","","",-120.20579,38.12972,"",FALSE,20.6,-120.677333,38.386968
348,NA,"","",NA,"1/26/1998","",NA,"Pine Grove",10,"Amador(AMA)","","AMA","",88,26.7,"Deer","","","",NA,NA,"","","No","","",-120.18573,38.13812,"",FALSE,26.7,-120.611384,38.414904
349,NA,"","",NA,"1/27/1998","",NA,"Pine Grove",10,"Amador(AMA)","","AMA","",88,16,"Deer","","","",NA,NA,"","","No","","",-120.22757,38.12191,"",FALSE,16,-120.749088,38.360867
350,NA,"","",NA,"1/28/1998","",NA,"Pine Grove",10,"Amador(AMA)","","AMA","",88,34.5,"Deer","","","",NA,NA,"","","No","","",-120.15963,38.15624,"",FALSE,34.5,-120.525889,38.474661
351,NA,"","",NA,"1/29/1998","",NA,"Pine Grove",10,"Amador(AMA)","","AMA","",88,19.1,"Deer","","","",NA,NA,"","","No","","",-120.2125,38.12669,"",FALSE,19.1,-120.699802,38.376823
352,NA,"","",NA,"1/29/1998","",NA,"Pine Grove",10,"Amador(AMA)","","AMA","",88,35,"Deer","","","",NA,NA,"","","No","","",-120.15822,38.1581,"",FALSE,35,-120.521388,38.480429
353,NA,"","",NA,"2/17/1998","",NA,"Pine Grove",10,"Amador(AMA)","","AMA","",88,23.2,"Deer","","","",NA,NA,"","","No","","",-120.19991,38.13763,"",FALSE,23.2,-120.658178,38.413136
354,NA,"","",NA,"2/17/1998","",NA,"Pine Grove",10,"Amador(AMA)","","AMA","",88,25.4,"Deer","","","",NA,NA,"","","No","","",-120.19027,38.13395,"",FALSE,25.4,-120.626746,38.400949
355,NA,"","",NA,"2/25/1998","",NA,"Pine Grove",10,"Amador(AMA)","","AMA","",88,34.6,"Deer","","","",NA,NA,"","","No","","",-120.15947,38.15666,"",FALSE,34.6,-120.525073,38.475939
356,NA,"","",NA,"3/2/1998","",NA,"Pine Grove",10,"Amador(AMA)","","AMA","",88,21.1,"Deer","","","",NA,NA,"","","No","","",-120.20566,38.13136,"",FALSE,21.1,-120.677205,38.39258
357,NA,"","",NA,"3/3/1998","",NA,"Pine Grove",10,"Amador(AMA)","","AMA","",88,17.5,"Deer","","","",NA,NA,"","","No","","",-120.21964,38.12257,"",FALSE,17.5,-120.722662,38.363398
358,NA,"","",NA,"3/3/1998","",NA,"Pine Grove",10,"Amador(AMA)","","AMA","",88,31,"Deer","","","",NA,NA,"","","No","","",-120.16564,38.14481,"",FALSE,31,-120.545969,38.436627
359,NA,"","",NA,"3/7/1998","",NA,"Pine Grove",10,"Amador(AMA)","","AMA","",88,18.5,"Deer","","","",NA,NA,"","","No","","",-120.21513,38.12517,"",FALSE,18.5,-120.708008,38.371708
360,NA,"","",NA,"3/7/1998","",NA,"Pine Grove",10,"Amador(AMA)","","AMA","",88,33.8,"Deer","","","",NA,NA,"","","No","","",-120.16022,38.15333,"",FALSE,33.8,-120.527884,38.46474
361,NA,"","",NA,"3/7/1998","",NA,"Pine Grove",10,"Amador(AMA)","","AMA","",88,35.1,"Deer","","","",NA,NA,"","","No","","",-120.15788,38.15845,"",FALSE,35.1,-120.520397,38.481481
362,NA,"","",NA,"3/12/1998","",NA,"Pine Grove",10,"Amador(AMA)","","AMA","",88,17.2,"Deer","","","",NA,NA,"","","No","","",-120.22127,38.12236,"",FALSE,17.2,-120.72793,38.362643
363,NA,"","",NA,"3/12/1998","",NA,"Pine Grove",10,"Amador(AMA)","","AMA","",88,18.5,"Deer","","","",NA,NA,"","","No","","",-120.21513,38.12517,"",FALSE,18.5,-120.708008,38.371708
364,NA,"","",NA,"3/13/1998","",NA,"Pine Grove",10,"Amador(AMA)","","AMA","",88,32.5,"Deer","","","",NA,NA,"","","No","","",-120.16022,38.14868,"",FALSE,32.5,-120.52761,38.44959
365,NA,"","",NA,"3/13/1998","",NA,"Pine Grove",10,"Amador(AMA)","","AMA","",88,35,"Deer","","","",NA,NA,"","","No","","",-120.15822,38.1581,"",FALSE,35,-120.521388,38.480429
366,NA,"","",NA,"3/15/1998","",NA,"Pine Grove",10,"Amador(AMA)","","AMA","",88,17,"Deer","","","",NA,NA,"","","No","","",-120.22236,38.12221,"",FALSE,17,-120.731588,38.362115
367,NA,"","",NA,"3/15/1998","",NA,"Pine Grove",10,"Amador(AMA)","","AMA","",88,26.6,"Deer","","","",NA,NA,"","","No","","",-120.18624,38.13795,"",FALSE,26.6,-120.612974,38.414362
368,NA,"","",NA,"3/15/1998","",NA,"Pine Grove",10,"Amador(AMA)","","AMA","",88,34.6,"Deer","","","",NA,NA,"","","No","","",-120.15947,38.15666,"",FALSE,34.6,-120.525073,38.475939
369,NA,"","",NA,"3/20/1998","",NA,"Pine Grove",10,"Amador(AMA)","","AMA","",88,30,"Deer","","","",NA,NA,"","","No","","",-120.17079,38.14374,"",FALSE,30,-120.562641,38.433245
370,NA,"","",NA,"4/1/1998","",NA,"Pine Grove",10,"Amador(AMA)","","AMA","",88,26.8,"Deer","","","",NA,NA,"","","No","","",-120.18527,38.13832,"",FALSE,26.8,-120.610041,38.415725
371,NA,"","",NA,"4/9/1998","",NA,"Pine Grove",10,"Amador(AMA)","","AMA","",88,20.3,"Deer","","","",NA,NA,"","","No","","",-120.20729,38.12939,"",FALSE,20.3,-120.682253,38.385999
372,NA,"","",NA,"4/10/1998","",NA,"Pine Grove",10,"Amador(AMA)","","AMA","",88,31,"Deer","","","",NA,NA,"","","No","","",-120.16564,38.14481,"",FALSE,31,-120.545969,38.436627
373,NA,"","",NA,"4/29/1998","",NA,"Pine Grove",10,"Amador(AMA)","","AMA","",88,26,"Deer","","","",NA,NA,"","","No","","",-120.18839,38.13609,"",FALSE,26,-120.620344,38.407939
374,NA,"","",NA,"5/4/1998","",NA,"Pine Grove",10,"Amador(AMA)","","AMA","",88,33,"Deer","","","",NA,NA,"","","No","","",-120.16123,38.15063,"",FALSE,33,-120.531291,38.456179
375,NA,"","",NA,"5/4/1998","",NA,"Pine Grove",10,"Amador(AMA)","","AMA","",88,35.2,"Deer","","","",NA,NA,"","","No","","",-120.15759,38.15882,"",FALSE,35.2,-120.519446,38.482678
376,NA,"","",NA,"5/8/1998","",NA,"Pine Grove",10,"Amador(AMA)","","AMA","",88,33.8,"Deer","","","",NA,NA,"","","No","","",-120.16022,38.15333,"",FALSE,33.8,-120.527884,38.46474
377,NA,"","",NA,"5/11/1998","",NA,"Pine Grove",10,"Amador(AMA)","","AMA","",88,22.1,"Deer","","","",NA,NA,"","","No","","",-120.20375,38.13517,"",FALSE,22.1,-120.671179,38.404863
378,NA,"","",NA,"5/11/1998","",NA,"Pine Grove",10,"Amador(AMA)","","AMA","",88,28.7,"Deer","","","",NA,NA,"","","No","","",-120.17747,38.14232,"",FALSE,28.7,-120.585094,38.428244
381,NA,"","",NA,"5/20/1998","",NA,"Pine Grove",10,"Amador(AMA)","","AMA","",88,35.2,"Deer","","","",NA,NA,"","","No","","",-120.15759,38.15882,"",FALSE,35.2,-120.519446,38.482678
382,NA,"","",NA,"6/4/1998","",NA,"Pine Grove",10,"Amador(AMA)","","AMA","",88,22,"Deer","","","",NA,NA,"","","No","","",-120.20416,38.13486,"",FALSE,22,-120.672208,38.403743
383,NA,"","",NA,"6/4/1998","",NA,"Pine Grove",10,"Amador(AMA)","","AMA","",88,32.6,"Deer","","","",NA,NA,"","","No","","",-120.16023,38.14911,"",FALSE,32.6,-120.527736,38.451096
384,NA,"","",NA,"6/4/1998","",NA,"Pine Grove",10,"Amador(AMA)","","AMA","",88,36.3,"Deer","","","",NA,NA,"","","No","","",-120.15406,38.16262,"",FALSE,36.3,-120.507743,38.495203
385,NA,"","",NA,"6/10/1998","",NA,"Pine Grove",10,"Amador(AMA)","","AMA","",88,22,"Deer","","","",NA,NA,"","","No","","",-120.20416,38.13486,"",FALSE,22,-120.672208,38.403743
386,NA,"","",NA,"6/10/1998","",NA,"Pine Grove",10,"Amador(AMA)","","AMA","",49,19.2,"Deer","","","",NA,NA,"","","No","","",-120.25752,38.16728,"",FALSE,19.2,-120.848865,38.50961
387,NA,"","",NA,"6/10/1998","",NA,"Pine Grove",10,"Amador(AMA)","","AMA","",49,21.5,"Deer","","","",NA,NA,"","","No","","",-120.25721,38.17724,"",FALSE,21.5,-120.848497,38.542457
388,NA,"","",NA,"6/17/1998","",NA,"Pine Grove",10,"Amador(AMA)","","AMA","",88,17.6,"Deer","","","",NA,NA,"","","No","","",-120.21912,38.12269,"",FALSE,17.6,-120.721099,38.364023
389,NA,"","",NA,"6/19/1998","",NA,"Pine Grove",10,"Amador(AMA)","","AMA","",49,1,"Deer","","","",NA,NA,"","","No","","",-120.22187,38.11047,"",FALSE,1,-120.730553,38.324398
390,NA,"","",NA,"6/22/1998","",NA,"Pine Grove",10,"Amador(AMA)","","AMA","",88,34.8,"Deer","","","",NA,NA,"","","No","","",-120.15883,38.15737,"",FALSE,34.8,-120.523289,38.478235
391,NA,"","",NA,"6/22/1998","",NA,"Pine Grove",10,"Amador(AMA)","","AMA","",49,1,"Deer","","","",NA,NA,"","","No","","",-120.22187,38.11047,"",FALSE,1,-120.730553,38.324398
392,NA,"","",NA,"6/22/1998","",NA,"Pine Grove",10,"Amador(AMA)","","AMA","",49,6.5,"Deer","","","",NA,NA,"","","No","","",-120.24298,38.1253,"",FALSE,6.5,-120.799548,38.371901
393,NA,"","",NA,"6/29/1998","",NA,"Pine Grove",10,"Amador(AMA)","","AMA","",88,17.8,"Deer","","","",NA,NA,"","","No","","",-120.21832,38.1233,"",FALSE,17.8,-120.71824,38.365906
395,NA,"","",NA,"7/9/1997","",NA,"Pine Grove",10,"Amador(AMA)","","AMA","",88,35.2,"Deer","","","",NA,NA,"","","No","","",-120.15759,38.15882,"",FALSE,35.2,-120.519446,38.482678
396,NA,"","",NA,"7/11/1997","",NA,"Pine Grove",10,"Amador(AMA)","","AMA","",88,17.1,"Deer","","","",NA,NA,"","","No","","",-120.2218,38.12225,"",FALSE,17.1,-120.729746,38.362294
397,NA,"","",NA,"7/11/1997","",NA,"Pine Grove",10,"Amador(AMA)","","AMA","",88,17.1,"Deer","","","",NA,NA,"","","No","","",-120.2218,38.12225,"",FALSE,17.1,-120.729746,38.362294
398,NA,"","",NA,"7/11/1997","",NA,"Pine Grove",10,"Amador(AMA)","","AMA","",88,21.5,"Deer","","","",NA,NA,"","","No","","",-120.2058,38.13304,"",FALSE,21.5,-120.677411,38.398113
399,NA,"","",NA,"7/11/1997","",NA,"Pine Grove",10,"Amador(AMA)","","AMA","",88,24.5,"Deer","","","",NA,NA,"","","No","","",-120.1946,38.13476,"",FALSE,24.5,-120.64047,38.403567
400,NA,"","",NA,"7/11/1997","",NA,"Pine Grove",10,"Amador(AMA)","","AMA","",88,26,"Deer","","","",NA,NA,"","","No","","",-120.18839,38.13609,"",FALSE,26,-120.620344,38.407939
401,NA,"","",NA,"7/14/1997","",NA,"Pine Grove",10,"Amador(AMA)","","AMA","",88,22.7,"Deer","","","",NA,NA,"","","No","","",-120.2027,38.13762,"",FALSE,22.7,-120.667228,38.412838
402,NA,"","",NA,"7/14/1997","",NA,"Pine Grove",10,"Amador(AMA)","","AMA","",88,32.7,"Deer","","","",NA,NA,"","","No","","",-120.16049,38.1495,"",FALSE,32.7,-120.528681,38.452334
403,NA,"","",NA,"7/14/1997","",NA,"Pine Grove",10,"Amador(AMA)","","AMA","",88,33.8,"Deer","","","",NA,NA,"","","No","","",-120.16022,38.15333,"",FALSE,33.8,-120.527884,38.46474
404,NA,"","",NA,"7/21/1997","",NA,"Pine Grove",10,"Amador(AMA)","","AMA","",88,2.5,"Deer","","","",NA,NA,"","","No","","",-120.29978,38.10409,"",FALSE,2.5,-120.985977,38.30149
405,NA,"","",NA,"7/21/1997","",NA,"Pine Grove",10,"Amador(AMA)","","AMA","",88,20,"Deer","","","",NA,NA,"","","No","","",-120.2089,38.12923,"",FALSE,20,-120.687316,38.385485
406,NA,"","",NA,"7/21/1997","",NA,"Pine Grove",10,"Amador(AMA)","","AMA","",88,32,"Deer","","","",NA,NA,"","","No","","",-120.16179,38.14709,"",FALSE,32,-120.533159,38.444129
407,NA,"","",NA,"7/21/1997","",NA,"Pine Grove",10,"Amador(AMA)","","AMA","",88,35.1,"Deer","","","",NA,NA,"","","No","","",-120.15788,38.15845,"",FALSE,35.1,-120.520397,38.481481
408,NA,"","",NA,"7/21/1997","",NA,"Pine Grove",10,"Amador(AMA)","","AMA","",88,36,"Deer","","","",NA,NA,"","","No","","",-120.15517,38.16166,"",FALSE,36,-120.511687,38.491897
410,NA,"","",NA,"7/28/1997","",NA,"Pine Grove",10,"Amador(AMA)","","AMA","",88,26.5,"Deer","","","",NA,NA,"","","No","","",-120.18661,38.13768,"",FALSE,26.5,-120.614462,38.413601
411,NA,"","",NA,"7/28/1997","",NA,"Pine Grove",10,"Amador(AMA)","","AMA","",88,34,"Deer","","","",NA,NA,"","","No","","",-120.16008,38.15417,"",FALSE,34,-120.527472,38.4674
412,NA,"","",NA,"7/28/1997","",NA,"Pine Grove",10,"Amador(AMA)","","AMA","",88,37,"Deer","","","",NA,NA,"","","No","","",-120.15141,38.16483,"",FALSE,37,-120.498698,38.502816
413,NA,"","",NA,"7/30/1997","",NA,"Pine Grove",10,"Amador(AMA)","","AMA","",49,0.3,"Deer","","","",NA,NA,"","","No","","",-120.2196,38.10833,"",FALSE,0.3,-120.722949,38.316856
414,NA,"","",NA,"7/30/1997","",NA,"Pine Grove",10,"Amador(AMA)","","AMA","",49,2.5,"Deer","","","",NA,NA,"","","No","","",-120.22872,38.11303,"",FALSE,2.5,-120.752772,38.331847
415,NA,"","",NA,"8/4/1997","",NA,"Pine Grove",10,"Amador(AMA)","","AMA","",88,21.4,"Deer","","","",NA,NA,"","","No","","",-120.20599,38.13262,"",FALSE,21.4,-120.678116,38.396786
